node_id,node_type,latitude,longitude,role_priority,capacity,influence_score
Node_046,community_leader,53.417492,11.49111,2,100,0.4
Node_047,community_leader,53.788495,28.622028,2,100,0.4
Node_048,community_leader,68.621433,-3.254917,2,100,0.4
Node_049,community_leader,40.869301,15.86394,2,100,0.4
Node_050,community_leader,38.640992,4.0649,2,100,0.4
Node_051,community_leader,46.146331,8.732385,2,100,0.4
Node_052,community_leader,42.481642,33.969841,2,100,0.4
Node_053,community_leader,42.14699,37.046259,2,100,0.4
Node_054,community_leader,65.739347,15.054221,2,100,0.4
Node_055,community_leader,54.364095,17.928722,2,100,0.4
Node_056,community_leader,56.501224,-2.270486,2,100,0.4
Node_057,community_leader,54.217145,6.586705,2,100,0.4
Node_058,community_leader,40.60383,37.625069,2,100,0.4
Node_059,community_leader,61.669325,35.769683,2,100,0.4
Node_060,community_leader,65.908162,-2.182767,2,100,0.4
Node_061,community_leader,47.82458,33.068868,2,100,0.4
Node_062,community_leader,69.957605,39.136166,2,100,0.4
Node_063,community_leader,42.099573,-0.924659,2,100,0.4
Node_064,community_leader,36.777473,36.828452,2,100,0.4
Node_065,community_leader,42.566645,11.277389,2,100,0.4
Node_066,community_leader,47.917498,11.962345,2,100,0.4
Node_067,community_leader,54.783532,37.175562,2,100,0.4
Node_068,community_leader,68.653888,-7.766516,2,100,0.4
Node_069,community_leader,62.054511,-2.973928,2,100,0.4
Node_070,community_leader,64.202661,-4.807431,2,100,0.4
Node_071,community_leader,36.197882,6.06438,2,100,0.4
Node_072,community_leader,49.587412,-6.101058,2,100,0.4
Node_073,community_leader,43.316038,36.615639,2,100,0.4
Node_074,community_leader,35.095123,-4.719404,2,100,0.4
Node_075,community_leader,63.888093,22.730264,2,100,0.4
Node_076,community_leader,54.391596,-5.492524,2,100,0.4
Node_077,community_leader,49.961456,-8.577674,2,100,0.4
Node_078,community_leader,57.705417,33.789735,2,100,0.4
Node_079,community_leader,63.867881,23.016553,2,100,0.4
Node_080,community_leader,37.11675,25.996086,2,100,0.4
Node_081,community_leader,55.678105,0.27652,2,100,0.4
Node_082,citizen,38.465188,-5.928951,1,10,0.2
Node_083,citizen,64.256155,20.34843,1,10,0.2
Node_084,citizen,39.02296,-1.39953,1,10,0.2
Node_085,citizen,69.563431,29.789239,1,10,0.2
Node_086,citizen,57.328055,5.793982,1,10,0.2
Node_087,citizen,38.275009,22.966722,1,10,0.2
Node_088,citizen,50.105806,-7.93516,1,10,0.2
Node_089,citizen,45.995874,29.110492,1,10,0.2
Node_090,citizen,55.000675,13.285486,1,10,0.2
Node_091,citizen,49.442932,-3.066581,1,10,0.2
Node_092,citizen,42.618137,12.92253,1,10,0.2
Node_093,citizen,44.898292,37.941884,1,10,0.2
Node_094,citizen,35.171078,23.716077,1,10,0.2
Node_095,citizen,49.762302,3.175705,1,10,0.2
Node_096,citizen,66.040093,-5.084873,1,10,0.2
Node_097,citizen,61.060822,1.372574,1,10,0.2
Node_098,citizen,42.270022,8.126698,1,10,0.2
Node_099,citizen,54.771255,22.492456,1,10,0.2
Node_100,citizen,37.632348,18.146659,1,10,0.2
Node_101,citizen,65.359714,-4.917652,1,10,0.2
Node_102,citizen,47.865008,-3.716329,1,10,0.2
Node_103,citizen,64.625729,30.212164,1,10,0.2
Node_104,citizen,59.119833,30.949275,1,10,0.2
Node_105,citizen,49.291634,0.888018,1,10,0.2
Node_106,citizen,63.271954,2.993881,1,10,0.2
Node_107,citizen,69.412625,30.046005,1,10,0.2
Node_108,citizen,56.692465,-6.497385,1,10,0.2
Node_109,citizen,50.422917,13.690578,1,10,0.2
Node_110,citizen,36.236779,13.555509,1,10,0.2
Node_111,citizen,44.162092,18.123751,1,10,0.2
Node_112,citizen,35.692419,17.146598,1,10,0.2
Node_113,citizen,45.263589,2.786399,1,10,0.2
Node_114,citizen,46.225698,-8.429638,1,10,0.2
Node_115,citizen,65.68086,-9.741917,1,10,0.2
Node_116,citizen,65.517116,-8.051459,1,10,0.2
Node_117,citizen,48.901026,-0.196148,1,10,0.2
Node_118,citizen,50.999022,5.164691,1,10,0.2
Node_119,citizen,53.567941,5.857938,1,10,0.2
Node_120,citizen,46.831512,3.328265,1,10,0.2
Node_121,citizen,38.09667,-6.264877,1,10,0.2
Node_122,citizen,60.155684,32.071765,1,10,0.2
Node_123,citizen,38.292122,8.60876,1,10,0.2
Node_124,citizen,46.614786,12.544198,1,10,0.2
Node_125,citizen,35.772902,36.137935,1,10,0.2
Node_126,citizen,69.600157,22.987312,1,10,0.2
Node_127,citizen,52.973834,21.448015,1,10,0.2
Node_128,citizen,65.599718,14.67331,1,10,0.2
Node_129,citizen,40.047584,1.276947,1,10,0.2
Node_130,citizen,60.724559,35.630718,1,10,0.2
Node_131,citizen,46.12179,-7.360542,1,10,0.2
Node_132,citizen,61.537563,5.742689,1,10,0.2
Node_133,citizen,45.416494,38.927267,1,10,0.2
Node_134,citizen,56.13352,26.556827,1,10,0.2
Node_135,citizen,64.534153,12.034924,1,10,0.2
Node_136,citizen,54.700827,7.90174,1,10,0.2
Node_137,citizen,46.411255,25.915141,1,10,0.2
Node_138,citizen,47.766253,-7.978885,1,10,0.2
Node_139,citizen,46.720672,8.475601,1,10,0.2
Node_140,citizen,38.169512,18.118876,1,10,0.2
Node_141,citizen,48.077046,11.093656,1,10,0.2
Node_142,citizen,64.724143,2.710531,1,10,0.2
Node_143,citizen,35.704352,4.806809,1,10,0.2
Node_144,citizen,58.052982,24.22574,1,10,0.2
Node_145,citizen,38.232553,21.626476,1,10,0.2
Node_146,citizen,48.650829,34.085138,1,10,0.2
Node_147,citizen,66.17238,10.901795,1,10,0.2
Node_148,citizen,41.560467,13.701424,1,10,0.2
Node_149,citizen,40.466496,-9.497804,1,10,0.2
Node_150,citizen,37.40957,13.464645,1,10,0.2
Node_151,citizen,64.201334,9.716162,1,10,0.2
Node_152,citizen,67.567622,15.408719,1,10,0.2
Node_153,citizen,44.443083,-2.235898,1,10,0.2
Node_154,citizen,59.624871,33.577488,1,10,0.2
Node_155,citizen,47.862156,9.73279,1,10,0.2
Node_156,citizen,42.435989,34.284926,1,10,0.2
Node_157,citizen,56.471957,38.961645,1,10,0.2
Node_158,citizen,44.759915,28.705499,1,10,0.2
Node_159,citizen,55.280767,6.359744,1,10,0.2
Node_160,citizen,69.001611,6.11819,1,10,0.2
Node_161,citizen,46.96667,32.455796,1,10,0.2
Node_162,citizen,40.284095,33.517175,1,10,0.2
Node_163,citizen,57.918676,32.751089,1,10,0.2
Node_164,citizen,54.297799,4.654983,1,10,0.2
Node_165,citizen,66.420545,39.278033,1,10,0.2
Node_166,citizen,54.582496,-5.039587,1,10,0.2
Node_167,citizen,56.958248,7.541094,1,10,0.2
Node_168,citizen,63.684321,19.171915,1,10,0.2
Node_169,citizen,39.617965,-2.220089,1,10,0.2
Node_170,citizen,58.238228,19.142436,1,10,0.2
Node_171,citizen,46.650005,34.119549,1,10,0.2
Node_172,citizen,57.007831,8.101642,1,10,0.2
Node_173,citizen,69.856608,-8.869828,1,10,0.2
Node_174,citizen,35.134701,16.495107,1,10,0.2
Node_175,citizen,43.325999,25.302241,1,10,0.2
Node_176,citizen,58.509792,35.220496,1,10,0.2
Node_177,citizen,41.358642,-2.519225,1,10,0.2
Node_178,citizen,35.799381,13.304791,1,10,0.2
Node_179,citizen,55.33733,11.019463,1,10,0.2
Node_180,citizen,57.664113,32.074372,1,10,0.2
Node_181,citizen,42.121871,23.211065,1,10,0.2
Node_001,alert_origin,45.334155,7.796819,5,1000,1.0
Node_002,control_center,45.08464,2.284766,4,500,0.8
Node_003,control_center,38.087811,7.248979,4,500,0.8
Node_004,control_center,63.972539,30.285232,4,500,0.8
Node_005,control_center,42.402101,-0.271983,4,500,0.8
Node_006,control_center,35.032675,-0.601029,4,500,0.8
Node_007,control_center,42.51938,18.396389,4,500,0.8
Node_008,control_center,69.681946,-1.575692,4,500,0.8
Node_009,control_center,42.930296,9.11279,4,500,0.8
Node_010,control_center,60.745448,25.324592,4,500,0.8
Node_011,control_center,37.793282,6.604668,4,500,0.8
Node_012,media_outlet,43.388391,2.224872,3,200,0.6
Node_013,media_outlet,59.095095,22.006887,3,200,0.6
Node_014,media_outlet,36.658267,15.54457,3,200,0.6
Node_015,media_outlet,64.34302,7.732992,3,200,0.6
Node_016,media_outlet,67.937993,9.526364,3,200,0.6
Node_017,media_outlet,55.877654,33.419983,3,200,0.6
Node_018,media_outlet,63.572698,20.216152,3,200,0.6
Node_019,media_outlet,40.635851,31.90456,3,200,0.6
Node_020,media_outlet,56.584642,-8.033189,3,200,0.6
Node_021,media_outlet,51.427798,16.372377,3,200,0.6
Node_022,media_outlet,44.955309,10.145665,3,200,0.6
Node_023,media_outlet,52.474761,1.908023,3,200,0.6
Node_024,media_outlet,62.301863,30.778657,3,200,0.6
Node_025,media_outlet,42.357937,5.871084,3,200,0.6
Node_026,media_outlet,68.483659,24.657068,3,200,0.6
Node_027,media_outlet,35.175737,-2.25329,3,200,0.6
Node_028,media_outlet,67.198538,17.846406,3,200,0.6
Node_029,media_outlet,55.408041,10.30087,3,200,0.6
Node_030,media_outlet,60.561258,33.696823,3,200,0.6
Node_031,media_outlet,50.882478,33.08071,3,200,0.6
Node_032,community_leader,38.664481,21.210328,2,100,0.4
Node_033,community_leader,41.179876,24.111542,2,100,0.4
Node_034,community_leader,43.211162,11.719785,2,100,0.4
Node_035,community_leader,52.250174,7.585619,2,100,0.4
Node_036,community_leader,56.828937,-9.365437,2,100,0.4
Node_037,community_leader,55.810365,13.483956,2,100,0.4
Node_038,community_leader,44.199734,35.556035,2,100,0.4
Node_039,community_leader,41.915315,31.831612,2,100,0.4
Node_040,community_leader,62.779192,23.05784,2,100,0.4
Node_041,community_leader,42.054009,17.141308,2,100,0.4
Node_042,community_leader,37.469268,6.490266,2,100,0.4
Node_043,community_leader,62.234399,-2.322108,2,100,0.4
Node_044,community_leader,62.480982,35.697507,2,100,0.4
Node_045,community_leader,35.858695,29.850541,2,100,0.4
Node_046,community_leader,61.933304,1.246181,2,100,0.4
Node_047,community_leader,39.936214,25.284061,2,100,0.4
Node_048,community_leader,57.48376,27.580301,2,100,0.4
Node_049,community_leader,59.00202,35.388319,2,100,0.4
Node_050,community_leader,46.896243,-2.278805,2,100,0.4
Node_051,community_leader,58.647947,9.681483,2,100,0.4
Node_052,community_leader,37.556895,32.195814,2,100,0.4
Node_053,community_leader,54.176787,26.46394,2,100,0.4
Node_054,community_leader,63.193083,3.193084,2,100,0.4
Node_055,community_leader,65.056617,18.026063,2,100,0.4
Node_056,community_leader,41.32774,13.354537,2,100,0.4
Node_057,community_leader,64.510167,18.925422,2,100,0.4
Node_058,community_leader,65.265882,21.100449,2,100,0.4
Node_059,community_leader,38.918937,34.011338,2,100,0.4
Node_060,community_leader,57.178409,13.518687,2,100,0.4
Node_061,community_leader,66.672346,20.985918,2,100,0.4
Node_062,community_leader,55.442592,0.12227,2,100,0.4
Node_063,community_leader,67.856459,5.006916,2,100,0.4
Node_064,community_leader,63.987937,21.212913,2,100,0.4
Node_065,community_leader,64.731415,20.538225,2,100,0.4
Node_066,community_leader,37.905371,36.174782,2,100,0.4
Node_067,community_leader,49.591945,9.126232,2,100,0.4
Node_068,community_leader,37.200636,13.860513,2,100,0.4
Node_069,community_leader,65.349363,1.35932,2,100,0.4
Node_070,community_leader,68.080826,5.406851,2,100,0.4
Node_071,community_leader,42.456784,24.24594,2,100,0.4
Node_072,community_leader,45.876337,26.268909,2,100,0.4
Node_073,community_leader,68.799196,-7.136906,2,100,0.4
Node_074,community_leader,52.29011,5.539199,2,100,0.4
Node_075,community_leader,69.156155,-1.210207,2,100,0.4
Node_076,community_leader,49.223008,30.998274,2,100,0.4
Node_077,community_leader,53.322277,6.614092,2,100,0.4
Node_078,community_leader,67.037362,33.454604,2,100,0.4
Node_079,community_leader,36.704352,36.20516,2,100,0.4
Node_080,community_leader,62.549396,-8.06614,2,100,0.4
Node_081,community_leader,39.866725,12.190699,2,100,0.4
Node_082,citizen,47.311495,17.59522,1,10,0.2
Node_083,citizen,37.557651,19.589664,1,10,0.2
Node_084,citizen,63.155862,34.796218,1,10,0.2
Node_085,citizen,47.599963,11.707798,1,10,0.2
Node_086,citizen,44.242051,-7.281554,1,10,0.2
Node_087,citizen,60.704472,23.830577,1,10,0.2
Node_088,citizen,35.984041,33.669721,1,10,0.2
Node_089,citizen,57.52077,37.574533,1,10,0.2
Node_090,citizen,46.782029,8.02846,1,10,0.2
Node_091,citizen,35.834651,-6.23139,1,10,0.2
Node_092,citizen,56.098812,37.069203,1,10,0.2
Node_093,citizen,44.664214,11.300727,1,10,0.2
Node_094,citizen,69.868333,-0.945813,1,10,0.2
Node_095,citizen,53.490057,0.580692,1,10,0.2
Node_096,citizen,55.553068,-8.364763,1,10,0.2
Node_097,citizen,47.667422,1.618226,1,10,0.2
Node_098,citizen,61.043731,10.667021,1,10,0.2
Node_099,citizen,68.051533,7.407157,1,10,0.2
Node_100,citizen,66.196957,17.332382,1,10,0.2
Node_101,citizen,68.203862,18.523157,1,10,0.2
Node_102,citizen,45.377023,6.360864,1,10,0.2
Node_103,citizen,46.577116,-2.325344,1,10,0.2
Node_104,citizen,37.950012,-7.555001,1,10,0.2
Node_105,citizen,38.025393,25.824514,1,10,0.2
Node_106,citizen,58.223983,25.581083,1,10,0.2
Node_107,citizen,43.120442,17.505962,1,10,0.2
Node_108,citizen,42.101118,38.051434,1,10,0.2
Node_109,citizen,58.712879,13.290812,1,10,0.2
Node_110,citizen,41.484983,-6.03116,1,10,0.2
Node_111,citizen,50.115163,36.719336,1,10,0.2
Node_112,citizen,59.186317,-5.865192,1,10,0.2
Node_113,citizen,68.723524,20.975409,1,10,0.2
Node_114,citizen,47.51788,10.020844,1,10,0.2
Node_115,citizen,35.058724,16.60124,1,10,0.2
Node_116,citizen,54.657877,0.955621,1,10,0.2
Node_117,citizen,60.2931,-8.177888,1,10,0.2
Node_118,citizen,41.330016,27.257786,1,10,0.2
Node_119,citizen,60.53287,12.21864,1,10,0.2
Node_120,citizen,69.776404,20.576367,1,10,0.2
Node_121,citizen,64.07622,20.698375,1,10,0.2
Node_122,citizen,38.541449,15.044382,1,10,0.2
Node_123,citizen,49.585131,8.906537,1,10,0.2
Node_124,citizen,56.713723,39.92985,1,10,0.2
Node_125,citizen,41.010171,3.182494,1,10,0.2
Node_126,citizen,58.83936,-0.542039,1,10,0.2
Node_127,citizen,68.011781,16.046105,1,10,0.2
Node_128,citizen,38.131456,-8.29388,1,10,0.2
Node_129,citizen,54.551638,-8.51164,1,10,0.2
Node_130,citizen,47.706383,1.803423,1,10,0.2
Node_131,citizen,69.964974,33.86886,1,10,0.2
Node_132,citizen,62.131998,12.464274,1,10,0.2
Node_133,citizen,41.253676,11.483475,1,10,0.2
Node_134,citizen,51.849319,38.537934,1,10,0.2
Node_135,citizen,58.388323,-9.500406,1,10,0.2
Node_136,citizen,59.891819,15.074781,1,10,0.2
Node_137,citizen,64.834376,4.366969,1,10,0.2
Node_138,citizen,63.408086,18.295204,1,10,0.2
Node_139,citizen,64.045905,-3.898888,1,10,0.2
Node_140,citizen,47.343655,39.670586,1,10,0.2
Node_141,citizen,39.619934,10.198275,1,10,0.2
Node_142,citizen,49.369346,16.560934,1,10,0.2
Node_143,citizen,45.561854,9.035666,1,10,0.2
Node_144,citizen,67.702823,-1.6723,1,10,0.2
Node_145,citizen,51.630391,12.089185,1,10,0.2
Node_146,citizen,68.378662,0.527366,1,10,0.2
Node_147,citizen,63.60732,0.366291,1,10,0.2
Node_148,citizen,51.871259,8.238218,1,10,0.2
Node_149,citizen,38.947504,25.152927,1,10,0.2
Node_150,citizen,64.954954,-3.776347,1,10,0.2
Node_151,citizen,57.093487,-0.600483,1,10,0.2
Node_152,citizen,58.120455,13.185448,1,10,0.2
Node_153,citizen,48.610057,32.289096,1,10,0.2
Node_154,citizen,40.475885,22.62102,1,10,0.2
Node_155,citizen,43.877673,32.236628,1,10,0.2
Node_156,citizen,41.686287,36.799974,1,10,0.2
Node_157,citizen,57.76483,30.940533,1,10,0.2
Node_158,citizen,55.659612,-9.605135,1,10,0.2
Node_159,citizen,41.438572,28.547857,1,10,0.2
Node_160,citizen,65.806155,-0.244822,1,10,0.2
Node_161,citizen,60.28794,-8.803538,1,10,0.2
Node_162,citizen,37.247594,9.388703,1,10,0.2
Node_163,citizen,49.839667,7.025785,1,10,0.2
Node_164,citizen,48.295114,28.850344,1,10,0.2
Node_165,citizen,50.322975,-0.368967,1,10,0.2
Node_166,citizen,37.84391,36.867573,1,10,0.2
Node_167,citizen,51.20443,37.283995,1,10,0.2
Node_168,citizen,69.548263,1.892981,1,10,0.2
Node_169,citizen,57.791911,27.557221,1,10,0.2
Node_170,citizen,38.697284,6.495593,1,10,0.2
Node_171,citizen,39.138343,17.44498,1,10,0.2
Node_172,citizen,41.409677,23.276354,1,10,0.2
Node_173,citizen,68.234792,28.606991,1,10,0.2
Node_174,citizen,52.720312,-0.758755,1,10,0.2
Node_175,citizen,57.293295,32.863415,1,10,0.2
Node_176,citizen,64.776781,17.859636,1,10,0.2
Node_177,citizen,50.516493,-3.331431,1,10,0.2
Node_178,citizen,41.419342,17.118217,1,10,0.2
Node_179,citizen,61.92315,21.296828,1,10,0.2
Node_180,citizen,53.762409,-2.038725,1,10,0.2
Node_181,citizen,56.530582,2.809174,1,10,0.2
