node_id,node_type,latitude,longitude,role_priority,capacity,influence_score
Node_147,citizen,49.461405,22.839197,1,10,0.2
Node_148,citizen,59.290748,35.863352,1,10,0.2
Node_149,citizen,36.162273,11.923853,1,10,0.2
Node_150,citizen,50.574847,23.768134,1,10,0.2
Node_151,citizen,47.187127,27.080361,1,10,0.2
Node_152,citizen,35.08949,-0.589747,1,10,0.2
Node_153,citizen,50.699783,-3.308475,1,10,0.2
Node_154,citizen,38.474918,17.078684,1,10,0.2
Node_155,citizen,40.147097,39.550667,1,10,0.2
Node_156,citizen,43.129142,19.650176,1,10,0.2
Node_157,citizen,44.60087,12.616665,1,10,0.2
Node_158,citizen,48.832091,4.911321,1,10,0.2
Node_159,citizen,44.189752,15.072739,1,10,0.2
Node_160,citizen,53.414878,-5.416849,1,10,0.2
Node_161,citizen,40.541624,39.942277,1,10,0.2
Node_162,citizen,37.070439,5.261363,1,10,0.2
Node_163,citizen,59.582867,23.420099,1,10,0.2
Node_164,citizen,62.884616,3.749854,1,10,0.2
Node_165,citizen,66.391569,31.742512,1,10,0.2
Node_166,citizen,40.444078,-6.51501,1,10,0.2
Node_167,citizen,46.392182,17.250325,1,10,0.2
Node_168,citizen,67.21787,-9.143347,1,10,0.2
Node_169,citizen,67.819832,27.010043,1,10,0.2
Node_170,citizen,56.647045,39.612025,1,10,0.2
Node_171,citizen,61.066099,-3.305396,1,10,0.2
Node_172,citizen,36.1181,35.707981,1,10,0.2
Node_173,citizen,41.756211,17.114407,1,10,0.2
Node_174,citizen,47.564116,8.728515,1,10,0.2
Node_175,citizen,37.74337,7.26478,1,10,0.2
Node_176,citizen,55.92765,-3.241035,1,10,0.2
Node_177,citizen,61.342487,17.898494,1,10,0.2
Node_178,citizen,51.279746,36.421916,1,10,0.2
Node_179,citizen,50.832535,9.702147,1,10,0.2
Node_180,citizen,67.784931,5.955306,1,10,0.2
Node_181,citizen,50.732789,-4.522342,1,10,0.2
